,seed,target_column,target_instances,method,v,source_tree_size,target_tree_size,k,m_0,val_rmse,val_mae,rmse,mae
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.3801146631710233,1.7832772675286719,2.583391904065323,1.944240422732377
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.278068199115705,1.6895996356612641,2.4389854457661557,1.8038203189936763
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.5,3.1898295669378784,2.4910564936962722,3.571994525263806,2.8679588097539415
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.864197304684504,2.220141463202642,3.204903932503113,2.5434059659313513
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.425072251288548,1.8153114143337257,2.6465532988002303,1.9946790012183755
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.2959903142910765,1.7103661483029615,2.4527931614785423,1.8309095139655116
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.5,3.254037202703459,2.5550962304721456,3.5637279193281106,2.864293846137569
0,2,Hgv,95,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.828604124722653,2.1761984823464062,3.11501049740211,2.4294838031227926
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.3161493403740416,1.7217515079081438,2.487112393478252,1.8574721863353
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.2671902971579887,1.684070148791483,2.4337144617711197,1.7986238224718636
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.5,3.670211714753171,2.9945456822938104,4.090067886545125,3.3832185194955815
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.9321718653311275,2.2779872093575104,3.289340575591666,2.6101808412282415
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.4453429283927175,1.826518940856964,2.69153174603192,2.032352228625651
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.285257653526347,1.7127102888669814,2.445722826440215,1.8221814994139505
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.5,3.7131887302570146,3.0369287146452497,4.0290902015234575,3.3394103197422615
0,2,Hgv,95,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.973017052547648,2.323365301072975,3.245624504709183,2.5757704686621787
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.3057376803646394,1.7120698276197637,2.466577296316218,1.8335567635834755
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.2634962152760063,1.6812358568544776,2.429272344771634,1.7965791144330414
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.8140488757752817,2.162736388481148,3.143383551777837,2.4778737308575827
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.5198482572917866,1.9036264863007026,2.7949295650637995,2.1507993080203125
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.3537819919324483,1.7648074324221674,2.516841088472718,1.882573720040778
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,2,0.01,0.9,2.286335098320617,1.7088878235531337,2.4442027563122797,1.816376470411899
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.793658102510109,2.1488345676101503,3.097103617671003,2.412939398855069
0,2,Hgv,95,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.4888499241659714,1.876025196890011,2.7358008295584564,2.0906385704231343
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.284129372786161,1.6953517879122333,2.442365404337725,1.8115554208578155
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,1,0.01,0.9,2.265344259881218,1.6825212922880999,2.4194471182348316,1.7904786319361172
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.8674118154518227,2.218556820758677,3.2151220120184374,2.5443684561709023
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.4666993815772895,1.8459386320323623,2.736382581554551,2.0839249715615273
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.33389450293961,1.758190265150552,2.473338641004918,1.8509864822753879
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,2,0.01,0.9,2.2866339513321323,1.7177051550952709,2.4397145271423115,1.8188265990188357
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,2,0.05,0.5,2.95194800553265,2.3074500247634053,3.243125053024868,2.5825936151223745
0,2,Hgv,95,LSTransferTreeBoost,0.1,2,2,0.05,0.9,2.4340234077258907,1.8254966473275842,2.6798116120956075,2.0215159525544664
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,1,0.01,0.5,2.1675855717600734,1.5654826710913101,2.3590721333866607,1.7649754913388733
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,1,0.01,0.9,2.1198964960121827,1.54916255488842,2.2866550079014707,1.7016577782577118
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,1,0.05,0.5,2.6165125198899672,1.97926094531148,2.888212494149968,2.271144784655838
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,1,0.05,0.9,2.5062711778353,1.8587659138805248,2.7709204533396052,2.1488101173877068
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,2,0.01,0.5,2.180580004607392,1.586451313489236,2.33084831461576,1.758094056006219
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,2,0.01,0.9,2.154653565724903,1.5648715073290034,2.3145781244316703,1.7406289847488412
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,2,0.05,0.5,2.367172677522702,1.7515557487105327,2.5851481893380743,1.9836011337419714
0,2,Hgv,190,LSTransferTreeBoost,0.05,1,2,0.05,0.9,2.3932174772714747,1.7774154307178482,2.6264899995407838,2.023666459625884
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,1,0.01,0.5,2.1254748760581212,1.5552101312511757,2.302511469444421,1.723156240228004
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,1,0.01,0.9,2.1574253941947434,1.5976083462228852,2.311879132611386,1.7262057048766006
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,1,0.05,0.5,2.4798592745145474,1.8501382493110312,2.769665056848337,2.142730940537163
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,1,0.05,0.9,2.1855185441286067,1.5823629338751455,2.373557516896831,1.7845516888363138
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,2,0.01,0.5,2.156070344655782,1.5657565268049947,2.308373457113961,1.7396885402519853
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,2,0.01,0.9,2.2347106505220156,1.6244289541430859,2.3604800113428097,1.749358684488522
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,2,0.05,0.5,2.5535290550876297,1.9460485976243782,2.834435453078538,2.215112325259476
0,2,Hgv,190,LSTransferTreeBoost,0.05,2,2,0.05,0.9,2.318677596002747,1.7252786956287212,2.554953083180489,1.9520106666863573
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,1,0.01,0.5,2.136328261449541,1.5653309807959683,2.303853637997522,1.719592833942108
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,1,0.01,0.9,2.121259047261115,1.54584258999266,2.277237420580938,1.68528061723209
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,1,0.05,0.5,2.329934792492981,1.6848957423269335,2.5509069765936245,1.942575380717784
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,1,0.05,0.9,2.2080455820210396,1.585734931856731,2.421969084365646,1.8118854185325362
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,2,0.01,0.5,2.1722835934552505,1.5850256784290024,2.3222075655485925,1.7507843070498978
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,2,0.01,0.9,2.138112999902596,1.5502565569543132,2.2846986424614784,1.7037024918639456
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,2,0.05,0.5,2.290541992552472,1.6753025103462105,2.495176664231403,1.901600316346348
0,2,Hgv,190,LSTransferTreeBoost,0.1,1,2,0.05,0.9,2.252530084282354,1.6262571396428203,2.4357617300842964,1.8433117236034842
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,1,0.01,0.5,2.1387148338355577,1.584773268397419,2.3068780739345676,1.733955969899758
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,1,0.01,0.9,2.126148287615325,1.5460596521801655,2.2759513614700553,1.683829082299837
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,1,0.05,0.5,2.171182141419669,1.5743057923627715,2.348630665709969,1.7639134548315187
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,1,0.05,0.9,2.120949441470077,1.5335363026538156,2.291165729712523,1.7035592036390124
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,2,0.01,0.5,2.1587346937482943,1.5728065310703072,2.2903945995091295,1.715487364023375
0,2,Hgv,190,LSTransferTreeBoost,0.1,2,2,0.01,0.9,2.2396810826369715,1.6068124075903316,2.3831141379059995,1.7347603645900347
