,seed,target_column,target_instances,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Hgv,95,TradaBoostR2,10,0.1,1,3.2559176652042923,2.0579860148946536,4.932813851189461,2.3276774918529037
0,1,Hgv,95,TradaBoostR2,10,0.1,2,3.066721131940742,2.05660034592019,3.591750781775539,2.209367182349066
0,2,Hgv,190,TradaBoostR2,10,0.1,1,2.0957030986822547,1.4821204813766475,2.121658565958211,1.5620183804279737
0,2,Hgv,95,TradaBoostR2,10,0.1,1,2.1205010419843253,1.5071197079071401,2.205632231881468,1.6386189233397712
0,1,Hgv,95,TradaBoostR2,10,0.5,1,2.618928111330548,1.9200901247567115,2.7323887580865702,1.937875414136937
0,2,Hgv,285,TradaBoostR2,10,0.1,1,2.180416936358512,1.5290467860889987,2.5552249053177483,1.6507791360876145
0,1,Hgv,380,TradaBoostR2,10,0.1,1,2.267601323454675,1.6079573769395703,2.4605603172649655,1.7474093488084175
0,2,Hgv,190,TradaBoostR2,10,0.1,2,2.5343310987108727,1.7155933374868442,2.416194085462473,1.7252479142740667
0,2,Hgv,95,TradaBoostR2,10,0.1,2,2.4155264216176744,1.718059201458507,2.2832059068895525,1.6996899770759335
0,1,Hgv,285,TradaBoostR2,10,0.1,1,2.7949415402647415,1.824470615351684,2.626254386173801,1.8300005806138346
0,1,Hgv,95,TradaBoostR2,10,0.5,2,3.0965347389833924,2.016654004368263,2.794554840764335,1.8838066705659562
0,1,Hgv,380,TradaBoostR2,10,0.1,2,2.384956188166948,1.6587135118672522,2.7127327449225125,1.7909779607179817
0,2,Hgv,190,TradaBoostR2,10,0.5,1,2.4733882733716794,1.7704506188110654,5.741401882974995,2.0165530029690464
0,2,Hgv,285,TradaBoostR2,10,0.1,2,2.365713452354409,1.6402315151388684,2.8985755293268505,1.8811978658100585
0,2,Hgv,380,TradaBoostR2,10,0.1,1,2.6651505759176937,1.5812629914574132,2.1463404642825346,1.5866748890963112
0,2,Hgv,95,TradaBoostR2,10,0.5,1,2.5160634974116256,1.7809084812254725,2.659414382363633,1.8857979442532453
0,1,Hgv,475,TradaBoostR2,10,0.1,1,2.23193323873545,1.580140164150351,2.208729898148157,1.5697799814583338
0,1,Hgv,380,TradaBoostR2,10,0.5,1,2.710453646558686,1.9444592268524603,2.6820761415904784,1.9638833917693803
0,1,Hgv,190,TradaBoostR2,10,0.1,1,2.4038686365608095,1.6905767379056087,2.774792345555595,1.8793533604828327
0,2,Hgv,285,TradaBoostR2,10,0.5,1,2.3316939075009997,1.6999455302296809,2.462233716596894,1.8518022900772513
0,1,Hgv,285,TradaBoostR2,10,0.1,2,3.0580299772833146,1.924084419687044,3.3268837228996717,2.07288666842554
0,2,Hgv,190,TradaBoostR2,10,0.5,2,3.171877240041167,2.017127847383736,9.449558406868348,2.704030868599678
0,1,Hgv,665,TradaBoostR2,10,0.1,1,2.1549129263667695,1.5433944054957291,2.134783930178876,1.5235159170040151
0,1,Hgv,95,TradaBoostR2,20,0.1,1,2.300853252627737,1.6275334444017349,2.306455570239397,1.621614907313555
0,2,Hgv,95,TradaBoostR2,10,0.5,2,2.4006149109903685,1.7226626396935125,2.3594247650707434,1.7957792288714656
0,1,Hgv,475,TradaBoostR2,10,0.1,2,2.328184231733667,1.668677706530568,2.4033821902622208,1.7311914007746063
0,2,Hgv,380,TradaBoostR2,10,0.1,2,3.274890740183502,1.647508539780226,2.3950162435097577,1.6740778784841737
0,1,Hgv,380,TradaBoostR2,10,0.5,2,2.867063448213626,1.9778819226796263,3.0360182375642317,2.10905530418632
0,1,Hgv,285,TradaBoostR2,10,0.5,1,2.6158429568025547,1.930730493905412,2.839168994611848,1.969532344287627
0,1,Hgv,190,TradaBoostR2,10,0.1,2,5.142428813188746,2.559047726087766,5.755476369074464,2.753016167726819
0,2,Hgv,285,TradaBoostR2,10,0.5,2,2.52143756833546,1.7885689651623913,2.537361118615945,1.8630701969153198
0,1,Hgv,475,TradaBoostR2,10,0.5,1,2.7495452244066962,1.9999408492403827,2.8407773284367224,2.037527581322963
0,2,Hgv,380,TradaBoostR2,10,0.5,1,2.7536726704299563,1.8966753150780122,9.552839206569207,2.559837711120219
0,1,Hgv,570,TradaBoostR2,10,0.1,1,2.1985347641861606,1.5532281801722878,2.2103042433256577,1.5679490737943242
0,2,Hgv,190,TradaBoostR2,20,0.1,1,2.230432406400813,1.576373154364765,3.7956793160753657,1.8025210517961139
0,1,Hgv,665,TradaBoostR2,10,0.1,2,2.2435960813622504,1.6258538960784945,2.36735862501728,1.7032341501589303
0,1,Hgv,190,TradaBoostR2,10,0.5,1,2.499050305963267,1.8438438676394235,2.6853273467876924,1.9099522603824255
0,2,Hgv,95,TradaBoostR2,20,0.1,1,2.190249454499386,1.5630925677718213,2.2557858084706597,1.6765692870574929
0,1,Hgv,285,TradaBoostR2,10,0.5,2,2.888092757599286,1.9775924802292042,2.9507315268884153,2.0365754988109708
0,1,Hgv,855,TradaBoostR2,10,0.1,1,2.158003968478943,1.5538322501343131,2.1857548676175385,1.5343218932144973
0,1,Hgv,380,TradaBoostR2,20,0.1,1,2.2480751669960832,1.5886520627607295,2.267223889411542,1.6296602929100854
0,1,Hgv,665,TradaBoostR2,10,0.5,1,2.516984623612306,1.9048025676851748,2.596858853253165,1.944075021679556
0,2,Hgv,475,TradaBoostR2,10,0.1,1,2.492613686907542,1.5819332443086627,2.146316695885275,1.579810230228079
0,1,Hgv,95,TradaBoostR2,20,0.1,2,2.575660770207423,1.8673513604409757,2.7688073391379313,1.8422347416819118
0,1,Hgv,475,TradaBoostR2,10,0.5,2,2.6692990891846966,1.961826281935993,2.741823832809413,2.0256608725063154
0,2,Hgv,285,TradaBoostR2,20,0.1,1,2.0908268362720746,1.502371577314372,2.0965758796673692,1.5405260313974543
0,2,Hgv,380,TradaBoostR2,10,0.5,2,2.400463957367716,1.7311649135588072,2.358569398275915,1.7333226258039773
0,1,Hgv,570,TradaBoostR2,10,0.1,2,2.211036680942034,1.5699923967570566,2.2456618410500035,1.6058590484281352
0,1,Hgv,190,TradaBoostR2,10,0.5,2,3.0375314640874578,2.0309276345543616,3.3639952642418343,2.201003096925365
0,1,Hgv,855,TradaBoostR2,10,0.1,2,2.213364969495177,1.5953735349125193,2.2588044732407733,1.6239425989176373
0,2,Hgv,475,TradaBoostR2,10,0.1,2,3.3010701148585726,1.6877439082141223,2.185976091229976,1.6029817333993996
0,1,Hgv,665,TradaBoostR2,10,0.5,2,2.4156606852812197,1.7885516046306436,2.5169175573113436,1.8639239537767216
0,1,Hgv,285,TradaBoostR2,20,0.1,1,3.128542652687082,1.9554169620610873,2.8685257600143106,1.9604728395077087
0,1,Hgv,570,TradaBoostR2,10,0.5,1,2.5606953583348724,1.9097808342569786,2.5585471747033894,1.908801319328816
0,1,Hgv,95,TradaBoostR2,20,0.5,1,3.4164835724255043,2.6296055083944565,3.739083527930235,2.8023415663242384
0,2,Hgv,190,TradaBoostR2,20,0.1,2,2.4317109823312504,1.6982308789281246,3.097375269994392,1.8473255620855549
0,1,Hgv,475,TradaBoostR2,20,0.1,1,2.292796274489337,1.6665156507597152,2.2668235143461932,1.6465839655108376
0,1,Hgv,855,TradaBoostR2,10,0.5,1,2.5847490974949148,1.9491553941784543,2.619073722690701,1.9801452535621424
0,2,Hgv,95,TradaBoostR2,20,0.1,2,2.2512860007035225,1.6334577761835443,2.276356487216913,1.6937232652117271
0,1,Hgv,380,TradaBoostR2,20,0.1,2,2.7554050333925773,1.8616254373534364,2.7091762544839364,1.897810435489442
0,2,Hgv,380,TradaBoostR2,20,0.1,1,2.3399709914524736,1.5710878902264247,2.151381101647997,1.555402083551876
0,2,Hgv,475,TradaBoostR2,10,0.5,1,3.8881169231400867,2.300094349931815,3.6688572775546318,2.22183504611732
0,1,Hgv,190,TradaBoostR2,20,0.1,1,2.388997971084927,1.6762188999112755,2.674274171478478,1.8499842153058956
0,1,Hgv,760,TradaBoostR2,10,0.1,1,2.173042642064044,1.55896578611405,2.2138378275391455,1.5624620372095135
0,2,Hgv,285,TradaBoostR2,20,0.1,2,2.258988691029911,1.6069099252007781,2.336247168858755,1.662933647627444
0,1,Hgv,570,TradaBoostR2,10,0.5,2,2.9905618341860523,2.069416541990663,2.809743589732978,2.08878776421745
0,2,Hgv,190,TradaBoostR2,20,0.5,1,2.8125240483183775,2.0328668895478117,6.964302204998378,2.484804157648094
0,1,Hgv,665,TradaBoostR2,20,0.1,1,2.1837429872912772,1.597289471500401,2.212650405682559,1.5852885406670782
0,1,Hgv,855,TradaBoostR2,10,0.5,2,2.5263099930668584,1.8435108927735382,2.43646792894873,1.8238794012219057
0,2,Hgv,95,TradaBoostR2,20,0.5,1,3.4009400512734453,2.334153422839393,3.9624163137284105,2.5945259196343193
0,1,Hgv,380,TradaBoostR2,20,0.5,1,2.927994305117016,2.150078431831196,2.895288932441744,2.1358976326483607
0,2,Hgv,475,TradaBoostR2,10,0.5,2,4.552466170577202,2.0763190947477654,2.7279803225845995,1.9098301621957359
0,1,Hgv,285,TradaBoostR2,20,0.1,2,3.020849099163255,1.8858933450367477,3.010581179333265,1.9376776825678848
0,2,Hgv,285,TradaBoostR2,20,0.5,1,2.558751109025052,1.8822670635507117,2.6568899371652366,1.976034086325767
0,1,Hgv,760,TradaBoostR2,10,0.1,2,2.192089601540452,1.5820564067601326,2.190790391033608,1.5955252644245237
0,1,Hgv,95,TradaBoostR2,20,0.5,2,3.118094062135454,2.140572390388632,3.2452490914942156,2.227189882950442
0,1,Hgv,475,TradaBoostR2,20,0.1,2,2.3127151005149895,1.6443465294082849,2.1950273252801034,1.6060850211176139
0,1,Hgv,570,TradaBoostR2,20,0.1,1,2.202337193332717,1.5854408666593924,2.180196615803635,1.5608543649292175
0,1,Hgv,950,TradaBoostR2,10,0.1,1,2.1480375707497803,1.555240768810825,2.0693860859970212,1.4725045124654996
0,1,Hgv,855,TradaBoostR2,20,0.1,1,2.198151495029801,1.6202742404705754,2.2087342365476723,1.5792378274988372
