,seed,target_column,target_instances,method,n_estimators,lr,tree_size,val_rmse,val_mae,rmse,mae
0,1,Hgv,95,TradaBoostR2,10,0.1,1,2.557652121803644,1.8187049884967714,2.6553691450521155,1.8704200975002028
0,2,Hgv,190,TradaBoostR2,10,0.1,1,2.074213095259321,1.455379884078281,2.1084764402097615,1.5693517147185383
0,2,Hgv,285,TradaBoostR2,10,0.1,1,2.0489314910024015,1.440896235238956,2.0749888231329416,1.5208783642437997
0,1,Hgv,665,TradaBoostR2,10,0.1,1,2.188165274844768,1.5685265220889244,2.219885737030716,1.548294774372939
0,1,Hgv,475,TradaBoostR2,10,0.1,1,2.195815792468827,1.5731504698950582,2.3393062330116496,1.633855125643524
0,2,Hgv,95,TradaBoostR2,10,0.1,1,2.0499352189074087,1.435791269615676,2.3036291458724434,1.6532536926102879
0,1,Hgv,380,TradaBoostR2,10,0.1,1,2.321849145824377,1.6614736670628372,2.6009867455052516,1.8185056877815
0,1,Hgv,285,TradaBoostR2,10,0.1,1,2.415611427353798,1.7434618779650977,2.7842855425542368,1.9610477268043627
0,1,Hgv,190,TradaBoostR2,10,0.1,1,2.4762275128701017,1.7554024803714467,2.806621988737065,1.968479236338084
0,2,Hgv,475,TradaBoostR2,10,0.1,1,2.6034946700900186,1.640907900809705,2.23659109171281,1.6103408866938298
0,1,Hgv,570,TradaBoostR2,10,0.1,1,2.187163435184107,1.560197873551783,2.243853900092674,1.5749232950147987
0,2,Hgv,380,TradaBoostR2,10,0.1,1,2.045667132269841,1.4480386804038379,2.08787091378752,1.5484389302629495
0,1,Hgv,855,TradaBoostR2,10,0.1,1,2.191029342583561,1.5787668021627184,2.1843447173495845,1.533021560894442
0,1,Hgv,950,TradaBoostR2,10,0.1,1,2.176007447321461,1.582003072974832,2.08478619569263,1.4801403652857283
0,1,Hgv,760,TradaBoostR2,10,0.1,1,2.1548506957857527,1.5420499551545708,2.1756414186508604,1.5267428356931012
0,1,Hgv,95,TradaBoostR2,10,0.1,2,4.498346438763605,2.46695760519294,5.544276963620626,2.6706092577210248
0,2,Hgv,285,TradaBoostR2,10,0.1,2,2.387910310295315,1.6065231073861244,8.182208754560952,2.3151517388428733
0,2,Hgv,190,TradaBoostR2,10,0.1,2,2.5592607281986703,1.5609771210622345,2.2866293079115545,1.667704464224993
0,1,Hgv,380,TradaBoostR2,10,0.1,2,2.384927163859195,1.7112701241550654,2.6033175978715093,1.8161346156522507
0,1,Hgv,665,TradaBoostR2,10,0.1,2,2.3652154290078737,1.687647028282247,2.592950507440846,1.7467774700777459
0,1,Hgv,190,TradaBoostR2,10,0.1,2,14.038158255701038,4.041825604981211,23.909678511184495,6.343024494505378
0,1,Hgv,475,TradaBoostR2,10,0.1,2,2.2136894787839005,1.5788593680804084,2.399897311287675,1.6402409373187554
0,1,Hgv,285,TradaBoostR2,10,0.1,2,2.506585482435863,1.7703211768770526,2.8668924058559058,1.9152399473626278
0,2,Hgv,95,TradaBoostR2,10,0.1,2,3.293869947768784,1.8978369498348941,3.8145907462655515,2.2360086315683425
0,2,Hgv,380,TradaBoostR2,10,0.1,2,5.575320796055746,1.8491090619548978,3.142173905759268,1.7904730329854068
0,2,Hgv,475,TradaBoostR2,10,0.1,2,5.100519030041985,1.8973307699784656,2.4133462847174836,1.6942695218562385
0,1,Hgv,570,TradaBoostR2,10,0.1,2,2.208760802893467,1.5685178904441555,2.3476675794113135,1.6370620215604026
0,1,Hgv,95,TradaBoostR2,10,0.5,1,2.6033314735067528,1.9104664684785588,2.6962988808677206,1.9274778888404895
0,1,Hgv,855,TradaBoostR2,10,0.1,2,2.336130224786735,1.6351253170053286,2.325926608014587,1.6139465878763424
0,1,Hgv,950,TradaBoostR2,10,0.1,2,2.179996230935594,1.5625313999673438,2.1547681883304084,1.5275446682212126
